"metric","Country.Name","Country.Code","value"
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Myanmar","MMR",24.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Namibia","NAM",21.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Nauru","NRU",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Nepal","NPL",21.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Netherlands","NLD",11.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","New Caledonia","NCL",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","New Zealand","NZL",10.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Nicaragua","NIC",14.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Niger","NER",20
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Nigeria","NGA",22.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Northern Mariana Islands","MNP",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Norway","NOR",9.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Oman","OMN",17.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Pakistan","PAK",24.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Palau","PLW",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Panama","PAN",13
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Papua New Guinea","PNG",30
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Paraguay","PRY",17.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Peru","PER",12.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Philippines","PHL",26.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Poland","POL",18.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Portugal","PRT",11.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Puerto Rico","PRI",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Qatar","QAT",15.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Romania","ROU",21.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Russian Federation","RUS",25.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Rwanda","RWA",18.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Samoa","WSM",20.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","San Marino","SMR",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Sao Tome and Principe","STP",18.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Saudi Arabia","SAU",16.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Senegal","SEN",18.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Serbia","SRB",19.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Seychelles","SYC",21.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Sierra Leone","SLE",30.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Singapore","SGP",9.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Sint Maarten (Dutch part)","SXM",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Slovak Republic","SVK",17.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Slovenia","SVN",12.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Solomon Islands","SLB",23.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Somalia","SOM",21.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","South Africa","ZAF",26.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","South Sudan","SSD",19.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Spain","ESP",9.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Sri Lanka","LKA",17.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","St. Kitts and Nevis","KNA",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","St. Lucia","LCA",18.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","St. Martin (French part)","MAF",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","St. Vincent and the Grenadines","VCT",23.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Sudan","SDN",26
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Suriname","SUR",21.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Eswatini","SWZ",26.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Sweden","SWE",9.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Switzerland","CHE",8.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Syrian Arab Republic","SYR",21.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Tajikistan","TJK",25.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Tanzania","TZA",17.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Thailand","THA",14.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Timor-Leste","TLS",19.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Togo","TGO",23.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Tonga","TON",23.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Trinidad and Tobago","TTO",21.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Tunisia","TUN",16.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Turkey","TUR",16.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Turkmenistan","TKM",29.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Turks and Caicos Islands","TCA",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Tuvalu","TUV",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Uganda","UGA",21.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Ukraine","UKR",24.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","United Arab Emirates","ARE",16.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","United Kingdom","GBR",10.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","United States","USA",14.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Uruguay","URY",16.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Uzbekistan","UZB",24.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Vanuatu","VUT",23.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Venezuela, RB","VEN",18.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Vietnam","VNM",17.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Virgin Islands (U.S.)","VIR",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","West Bank and Gaza","PSE",NA
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Yemen, Rep.","YEM",30.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Zambia","ZMB",17.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Zimbabwe","ZWE",19.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Afghanistan","AFG",211.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Albania","ALB",68
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Algeria","DZA",49.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","American Samoa","ASM",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Andorra","AND",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Angola","AGO",118.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Antigua and Barbuda","ATG",29.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Argentina","ARG",26.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Armenia","ARM",54.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Aruba","ABW",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Australia","AUS",8.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Austria","AUT",15.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Azerbaijan","AZE",63.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bahamas, The","BHS",19.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bahrain","BHR",40.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bangladesh","BGD",149
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Barbados","BRB",31.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Belarus","BLR",60.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Belgium","BEL",15.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Belize","BLZ",68.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Benin","BEN",205
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bermuda","BMU",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bhutan","BTN",124.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bolivia","BOL",63.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bosnia and Herzegovina","BIH",79.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Botswana","BWA",101.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Brazil","BRA",29.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","British Virgin Islands","VGB",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Brunei Darussalam","BRN",13.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Bulgaria","BGR",61.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Burkina Faso","BFA",206.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Burundi","BDI",179.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Cabo Verde","CPV",99.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Cambodia","KHM",149.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Cameroon","CMR",208.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Canada","CAN",7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Cayman Islands","CYM",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Central African Republic","CAF",211.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Chad","TCD",280.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Channel Islands","CHI",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Chile","CHL",25.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","China","CHN",112.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Colombia","COL",37
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Comoros","COM",172.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Congo, Dem. Rep.","COD",163.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Congo, Rep.","COG",130.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Costa Rica","CRI",23.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Cote d'Ivoire","CIV",269.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Croatia","HRV",35.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Cuba","CUB",49.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Curacao","CUW",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Cyprus","CYP",20.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Czech Republic","CZE",29.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Denmark","DNK",13.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Djibouti","DJI",159
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Dominica","DMA",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Dominican Republic","DOM",43
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Ecuador","ECU",24.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Egypt, Arab Rep.","EGY",108.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","El Salvador","SLV",41.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Equatorial Guinea","GNQ",177.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Eritrea","ERI",173.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Estonia","EST",25
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Ethiopia","ETH",144.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Faroe Islands","FRO",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Fiji","FJI",99
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Finland","FIN",7.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","France","FRA",9.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","French Polynesia","PYF",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Gabon","GAB",76
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Gambia, The","GMB",237
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Georgia","GEO",101.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Germany","DEU",16
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Ghana","GHA",203.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Gibraltar","GIB",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Greece","GRC",27.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Greenland","GRL",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Grenada","GRD",45.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Guam","GUM",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Guatemala","GTM",73.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Guinea","GIN",243.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Guinea-Bissau","GNB",214.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Guyana","GUY",107.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Haiti","HTI",184.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Honduras","HND",60.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Hong Kong SAR, China","HKG",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Hungary","HUN",38.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Iceland","ISL",8.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","India","IND",184.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Indonesia","IDN",112.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Iran, Islamic Rep.","IRN",50.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Iraq","IRQ",75.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Ireland","IRL",11.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Isle of Man","IMN",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Israel","ISR",15.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Italy","ITA",15
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Jamaica","JAM",25.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Japan","JPN",11.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Jordan","JOR",51.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Kazakhstan","KAZ",62.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Kenya","KEN",78.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Kiribati","KIR",140.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Korea, Dem. People’s Rep.","PRK",207.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Korea, Rep.","KOR",20.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Kosovo","XKX",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Kuwait","KWT",103.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Kyrgyz Republic","KGZ",110.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Lao PDR","LAO",188.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Latvia","LVA",41.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Lebanon","LBN",51.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Lesotho","LSO",177.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Liberia","LBR",170.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Libya","LBY",71.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Liechtenstein","LIE",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Lithuania","LTU",34
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Luxembourg","LUX",11.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Macao SAR, China","MAC",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","North Macedonia","MKD",82.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Madagascar","MDG",159.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Malawi","MWI",115
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Malaysia","MYS",47.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Maldives","MDV",25.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mali","MLI",209.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Malta","MLT",20.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Marshall Islands","MHL",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mauritania","MRT",169.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mauritius","MUS",38.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mexico","MEX",36.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Micronesia, Fed. Sts.","FSM",151.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Moldova","MDA",78.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Monaco","MCO",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mongolia","MNG",155.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Montenegro","MNE",78.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Morocco","MAR",49.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mozambique","MOZ",110
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Myanmar","MMR",156.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Namibia","NAM",145
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Nauru","NRU",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Nepal","NPL",193.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Netherlands","NLD",13.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","New Caledonia","NCL",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","New Zealand","NZL",7.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Nicaragua","NIC",55.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Niger","NER",251.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Nigeria","NGA",307.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Northern Mariana Islands","MNP",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Norway","NOR",8.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Oman","OMN",53.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Pakistan","PAK",173.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Palau","PLW",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Panama","PAN",25.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Papua New Guinea","PNG",152
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Paraguay","PRY",57.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Peru","PER",63.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Philippines","PHL",185.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Poland","POL",37.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Portugal","PRT",9.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Puerto Rico","PRI",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Qatar","QAT",47.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Romania","ROU",59.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Russian Federation","RUS",49.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Rwanda","RWA",121.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Samoa","WSM",85
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","San Marino","SMR",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Sao Tome and Principe","STP",162.4
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Saudi Arabia","SAU",83.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Senegal","SEN",160.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Serbia","SRB",62.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Seychelles","SYC",49.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Sierra Leone","SLE",324.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Singapore","SGP",25.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Sint Maarten (Dutch part)","SXM",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Slovak Republic","SVK",33.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Slovenia","SVN",22.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Solomon Islands","SLB",137
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Somalia","SOM",212.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","South Africa","ZAF",86.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","South Sudan","SSD",165.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Spain","ESP",9.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Sri Lanka","LKA",79.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","St. Kitts and Nevis","KNA",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","St. Lucia","LCA",30
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","St. Martin (French part)","MAF",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","St. Vincent and the Grenadines","VCT",47.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Sudan","SDN",184.9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Suriname","SUR",56.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Eswatini","SWZ",137
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Sweden","SWE",7.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Switzerland","CHE",10.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Syrian Arab Republic","SYR",75.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Tajikistan","TJK",129.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Tanzania","TZA",139
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Thailand","THA",61.5
