"metric","Country.Name","Country.Code","value"
"Population in urban agglomerations of more than 1 million (% of total population)","Micronesia, Fed. Sts.","FSM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Moldova","MDA",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Monaco","MCO",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Mongolia","MNG",47.95839894
"Population in urban agglomerations of more than 1 million (% of total population)","Montenegro","MNE",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Morocco","MAR",21.73157182
"Population in urban agglomerations of more than 1 million (% of total population)","Mozambique","MOZ",9.279788874
"Population in urban agglomerations of more than 1 million (% of total population)","Myanmar","MMR",12.16108208
"Population in urban agglomerations of more than 1 million (% of total population)","Namibia","NAM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Nauru","NRU",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Nepal","NPL",4.734185799
"Population in urban agglomerations of more than 1 million (% of total population)","Netherlands","NLD",12.41638842
"Population in urban agglomerations of more than 1 million (% of total population)","New Caledonia","NCL",NA
"Population in urban agglomerations of more than 1 million (% of total population)","New Zealand","NZL",31.86726026
"Population in urban agglomerations of more than 1 million (% of total population)","Nicaragua","NIC",16.20788637
"Population in urban agglomerations of more than 1 million (% of total population)","Niger","NER",5.408295737
"Population in urban agglomerations of more than 1 million (% of total population)","Nigeria","NGA",16.51382001
"Population in urban agglomerations of more than 1 million (% of total population)","Northern Mariana Islands","MNP",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Norway","NOR",19.04706439
"Population in urban agglomerations of more than 1 million (% of total population)","Oman","OMN",29.95275064
"Population in urban agglomerations of more than 1 million (% of total population)","Pakistan","PAK",20.0718672
"Population in urban agglomerations of more than 1 million (% of total population)","Palau","PLW",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Panama","PAN",42.69916754
"Population in urban agglomerations of more than 1 million (% of total population)","Papua New Guinea","PNG",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Paraguay","PRY",46.32211201
"Population in urban agglomerations of more than 1 million (% of total population)","Peru","PER",32.48155256
"Population in urban agglomerations of more than 1 million (% of total population)","Philippines","PHL",14.27770613
"Population in urban agglomerations of more than 1 million (% of total population)","Poland","POL",4.654727716
"Population in urban agglomerations of more than 1 million (% of total population)","Portugal","PRT",41.18214368
"Population in urban agglomerations of more than 1 million (% of total population)","Puerto Rico","PRI",76.81438103
"Population in urban agglomerations of more than 1 million (% of total population)","Qatar","QAT",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Romania","ROU",9.352911502
"Population in urban agglomerations of more than 1 million (% of total population)","Russian Federation","RUS",23.19133045
"Population in urban agglomerations of more than 1 million (% of total population)","Rwanda","RWA",8.598937127
"Population in urban agglomerations of more than 1 million (% of total population)","Samoa","WSM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","San Marino","SMR",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Sao Tome and Principe","STP",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Saudi Arabia","SAU",47.28047198
"Population in urban agglomerations of more than 1 million (% of total population)","Senegal","SEN",18.7861194
"Population in urban agglomerations of more than 1 million (% of total population)","Serbia","SRB",19.89880099
"Population in urban agglomerations of more than 1 million (% of total population)","Seychelles","SYC",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Sierra Leone","SLE",14.84870762
"Population in urban agglomerations of more than 1 million (% of total population)","Singapore","SGP",100
"Population in urban agglomerations of more than 1 million (% of total population)","Sint Maarten (Dutch part)","SXM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Slovak Republic","SVK",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Slovenia","SVN",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Solomon Islands","SLB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Somalia","SOM",13.86995363
"Population in urban agglomerations of more than 1 million (% of total population)","South Africa","ZAF",35.30782358
"Population in urban agglomerations of more than 1 million (% of total population)","South Sudan","SSD",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Spain","ESP",25.66414138
"Population in urban agglomerations of more than 1 million (% of total population)","Sri Lanka","LKA",NA
"Population in urban agglomerations of more than 1 million (% of total population)","St. Kitts and Nevis","KNA",NA
"Population in urban agglomerations of more than 1 million (% of total population)","St. Lucia","LCA",NA
"Population in urban agglomerations of more than 1 million (% of total population)","St. Martin (French part)","MAF",NA
"Population in urban agglomerations of more than 1 million (% of total population)","St. Vincent and the Grenadines","VCT",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Sudan","SDN",13.23893791
"Population in urban agglomerations of more than 1 million (% of total population)","Suriname","SUR",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Eswatini","SWZ",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Sweden","SWE",15.54493564
"Population in urban agglomerations of more than 1 million (% of total population)","Switzerland","CHE",16.09548616
"Population in urban agglomerations of more than 1 million (% of total population)","Syrian Arab Republic","SYR",31.75374504
"Population in urban agglomerations of more than 1 million (% of total population)","Tajikistan","TJK",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Tanzania","TZA",12.51966233
"Population in urban agglomerations of more than 1 million (% of total population)","Thailand","THA",20.05521247
"Population in urban agglomerations of more than 1 million (% of total population)","Timor-Leste","TLS",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Togo","TGO",22.12857395
"Population in urban agglomerations of more than 1 million (% of total population)","Tonga","TON",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Trinidad and Tobago","TTO",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Tunisia","TUN",19.80749324
"Population in urban agglomerations of more than 1 million (% of total population)","Turkey","TUR",36.85534587
"Population in urban agglomerations of more than 1 million (% of total population)","Turkmenistan","TKM",NA
