"","time","country","reported_cases","reported_cases_cumulative","predicted_infections_mean_cumulative","predicted_infections_lower_CI_95_cumulative","predicted_infections_higher_CI_95_cumulative","predicted_infections_mean","predicted_infections_lower_CI_95","predicted_infections_higher_CI_95_cumulative","reported_deaths","reported_deaths_cumulative","estimated_deaths_mean_cumulative","estimated_deaths_lower_CI_95_cumulative","estimated_deaths_higher_CI_95_cumulative","estimated_deaths_mean","estimated_deaths_lower_CI_95","estimated_deaths_higher_CI_95","mean_time_varying_reproduction_number_R(t)","time_varying_reproduction_number_R(t)_lower_CI_95","time_varying_reproduction_number_R(t)_higher_CI_95"
"1",2020-02-21,"Denmark",0,0,47.9038310058855,11.7240127511722,125.221872511101,47.9038310058855,11.7240127511722,125.221872511101,0,0,4.79038310058855e-14,1.17240127511722e-14,1.25221872511101e-13,4.79038310058855e-14,1.17240127511722e-14,1.25221872511101e-13,3.65839247564458,2.69499292648698,4.86576305836858
"2",2020-02-22,"Denmark",0,0,95.8076620117711,23.4480255023444,250.443745022202,47.9038310058855,11.7240127511722,125.221872511101,0,0,4.83858394891507e-07,1.18377291495572e-07,1.23224320670563e-06,4.83858346987676e-07,1.18377279771559e-07,1.23224308148375e-06,3.65839247564458,2.69499292648698,4.86576305836858
"3",2020-02-23,"Denmark",0,0,143.711493017657,35.1720382535166,375.665617533302,47.9038310058855,11.7240127511722,125.221872511101,0,0,1.88704755804232e-05,4.61671392281481e-06,4.80574803030883e-05,1.83866171855317e-05,4.49833663131923e-06,4.68252370963826e-05,3.65839247564458,2.69499292648698,4.86576305836858
"4",2020-02-24,"Denmark",0,0,191.615324023542,46.8960510046889,500.887490044403,47.9038310058855,11.7240127511722,125.221872511101,0,0,0.00014854451257312,3.63418249015926e-05,0.000378298626140734,0.000129674036992697,3.17251109787778e-05,0.000330241145837646,3.65839247564458,2.69499292648698,4.86576305836858
"5",2020-02-25,"Denmark",0,0,239.519155029428,58.6200637558611,626.109362555504,47.9038310058855,11.7240127511722,125.221872511101,0,0,0.000636757584683685,0.000155784500191095,0.00162163189535784,0.000488213072110565,0.000119442675289503,0.00124333326921711,3.65839247564458,2.69499292648698,4.86576305836858
"6",2020-02-26,"Denmark",0,0,287.422986035313,70.3440765070333,751.331235066605,47.9038310058855,11.7240127511722,125.221872511101,0,0,0.00201527001525157,0.000493041370260266,0.00513229243450505,0.00137851243056789,0.000337256870069171,0.00351066053914721,3.65839247564458,2.69499292648698,4.86576305836858
"7",2020-02-27,"Denmark",1,1,373.143642002868,100.1536977038,936.467346301593,85.7206559675549,29.809621196767,185.136111234989,0,0,0.0051864776214088,0.00126888606188306,0.0132084135905496,0.00317120760615723,0.000775844691622796,0.00807612115604452,3.65822573388141,2.69468675868634,4.8656837403013
"8",2020-02-28,"Denmark",0,1,476.784892949839,136.978229609881,1158.05962538671,103.641250946971,36.824531906081,221.592279085119,0,0,0.0114513729680641,0.00280169978871304,0.0291628834186991,0.00626489534665527,0.00153281372682997,0.0159544698281495,3.65817485435858,2.69461352818412,4.86564948406783
"9",2020-02-29,"Denmark",1,2,603.511678981308,184.601780026603,1420.61035594749,126.726786031469,47.6235504167218,262.550730560776,0,0,0.022465596075121,0.00549979819685823,0.0571993401446526,0.011014223107057,0.00269809840814519,0.0280364567259535,3.65811326384942,2.6945259862973,4.86560716942934
"10",2020-03-01,"Denmark",1,3,760.163514282484,247.704632450099,1731.04838581044,156.651835301176,63.1028524234962,310.438029862952,0,0,0.0403910447324558,0.00991042253961367,0.102751885054139,0.0179254486573347,0.00441062434275544,0.0455525449094866,3.6580376808711,2.69442261195835,4.86555210696073
"11",2020-03-02,"Denmark",1,4,954.764440395798,332.032805936137,2098.01797011753,194.600926113314,84.3281734860378,366.969584307095,0,0,0.0676391703996968,0.0166747214893228,0.171756785291044,0.0272481256672411,0.00676429894970908,0.0690049002369052,3.65794380931003,2.69430066812537,4.86547859632605
"12",2020-03-03,"Denmark",1,5,1197.00128463533,444.658900558805,2535.72013394516,242.236844239532,112.626094622668,437.702163827624,0,0,0.107230804499535,0.0266363943423001,0.271427395523584,0.039591634099838,0.00996167285297734,0.0996706102325399,3.65782661728643,2.69415669360177,4.86537984856101
"13",2020-03-04,"Denmark",3,8,1498.88573544652,594.990771529572,3060.49926473494,301.884450811192,150.331870970767,524.779130789777,0,0,0.162377922616356,0.040863438362474,0.408958106238487,0.0551471181168207,0.0142270440201739,0.137530710714903,3.65768000953703,2.69398659501769,4.86524713445499
"14",2020-03-05,"Denmark",2,10,1875.48289666694,794.595902724606,3687.63783500574,376.597161220417,199.605131195034,627.138570270801,0,0,0.237159703725391,0.0606607303686903,0.592977455863019,0.0747817811090353,0.0197972920062163,0.184019349624532,3.65749639024222,2.69378557352574,4.86506882627377
"15",2020-03-06,"Denmark",10,20,2345.75760881497,1057.14726627565,4443.45743283164,470.27471214803,262.551363551043,755.819597825908,0,0,0.336605031743475,0.0878866169880167,0.833643036021493,0.0994453280180839,0.0272258866193264,0.240665580158473,3.65726618364377,2.69354798761127,4.86482930579615
"16",2020-03-07,"Denmark",3,23,2933.61601160584,1400.933439626,5354.88407338184,587.858402790876,343.786173350348,911.42664055019,0,0,0.466513847029982,0.125354249989963,1.14157319473781,0.129908815286507,0.0374676330019459,0.307930158716313,3.65697727426352,2.69326718637635,4.86450758267736
"17",2020-03-08,"Denmark",8,31,3669.21965578506,1852.64867042792,6466.1165049739,735.603644179221,451.715230801927,1111.23243159207,0,0,0.633991258542183,0.176134567659982,1.52883938027328,0.167477411512201,0.0507803176700195,0.387266185535471,3.6566143135139,2.69293531841641,4.86407546058725
"18",2020-03-09,"Denmark",7,38,4590.65528741791,2441.80201403436,7827.64435476661,921.435631632842,589.153343606441,1361.52784979271,0,0,0.848091932801612,0.244365488210985,2.01136784781382,0.214100674259429,0.0682309205510031,0.482528467540548,3.65615783978495,2.69254311141127,4.86349507638541
"19",2020-03-10,"Denmark",75,113,5746.0596504031,3198.49187373027,9509.37766001901,1155.40436298519,756.689859695909,1681.73330525241,0,0,1.11960516826413,0.336719996510335,2.60572657560892,0.271513235462519,0.09235450829935,0.594358727795091,3.65558315446107,2.69207961503326,4.86271559680158
